"id","logos","section","paragraph","text","source","page_start","page_end","sequence","token_count","text_hash","biblical_citations","incomplete","partial"
"20","Γ΄","§13","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Ταῦτα ποιῶν, φησί, τὴν ἐκείνου διακλᾷς πονηρίαν, θραύεις αὐτοῦ τὴν ἄπληστον γνώμην, ἀμείβεις αὐτὸν ἐκ τοῦ ἀποτόμου πρὸς τὸ ἐνδόσιμον, κερδάνεις κἀκεῖνον ἐν τῇ σῇ ταπεινώσει, ἐπεὶ καὶ δαίμοσι πονηροῖς ἡ ταπείνωσίς ἐστιν ἀμίμητος, καὶ σαυτῷ διπλοῦν προξενήσεις τὸν στέφανον· εἰ δὲ καὶ ἄτρεπτον ἐκεῖνος τὴν πονηρίαν ἐπιτελεῖ, τότε μᾶλλον σὺ σπεῦσον μὴ ἀντιστῆναι τῷ πονηρῷ, καὶ πολὺν ἕξεις ἐν οὐρανοῖς τὸν μισθόν.","Stefanis 1996","79","79","20","63","25068b0649101bc1b6bd7860236f3f6b87a02a16d9b7a6e7bbf5026185d54174","","False","False"
"21","Γ΄","§14","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Ἐὰν δὲ καὶ τὸ δῶρόν σου προσφέρῃς ἐπὶ τὸ θυσιαστήριον κἀκεῖ μνησθῇς ὅτι ὁ ἀδελφός σου ἔχει τι κατὰ σοῦ, ἄφες ἐκεῖ τὸ δῶρόν σου ἔμπροσθεν τοῦ θυσιαστηρίου καὶ ὕπαγε, πρῶτον διαλλάγηθι τῷ ἀδελφῷ σου, καὶ τότε ἐλθὼν πρόσφερε τὸ δῶρόν σου· ἔχοντος γὰρ ἐκείνου τι κατὰ σοῦ, ὥς τι παρὰ σοῦ ἀδικηθέντος (ἢ καὶ μὴ ἀδικηθέντος, ἔχει δ᾿ ὅμως τι κατὰ σοῦ), ἀπρόσδεκτόν σου τὸ δῶρον γενήσεται.","Stefanis 1996","79","79","21","68","880bf05c5034e4dba479d1769762d91647ecb7b01bd8ebfb56b5821fd0ae7406","","False","False"
"22","Γ΄","§15","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Ἐὰν δὲ ἐκεῖνος εἰς σὲ ἁμαρτήσῃ, ἔλεγξον αὐτὸν μεταξὺ σοῦ καὶ αὐτοῦ μόνου· καὶ ἐὰν ἀκούσῃ σου, ἐκέρδησας τὸν ἀδελφόν σου, ὃν μικροῦ δεῖν ἔμελλες ζημιωθῆναι διὰ σιωπὴν ἐχθροποιὸν τῆς ἐκείνου πρὸς σὲ ἁμαρτίας. Ἐὰν δὲ παρακούσῃ σου, παράλαβε μετὰ σοῦ ἔτι ἕνα ἢ δύο, ἵνα δυσωπηθῇ ἐκείνους διεντραπείς· εἰ δὲ μὴ τοῦτο, ἵνα ἐπὶ στόματος δύο μαρτύρων ἢ τριῶν σταθήσεται πᾶν ῥῆμα. Ἐὰν δὲ καὶ αὐτῶν παρακούσῃ, εἰπὲ τῇ ἐκκλησίᾳ· ἐὰν δὲ καὶ τῆς ἐκκλησίας παρακούσῃ, ὡς ἀνίατος λοιπὸν καὶ ἄσπονδος ἔστω σοι ὡς ὁ ἐθνικὸς καὶ ὁ τελώνης. Μὴ μέντοι ὡς ἐθνικὸν καὶ τελώνην καταπολεμήσῃς αὐτόν, ἵνα λέγῃς ἐν παρρησίᾳ· Ἄφες ἡμῖν τὰ ὀφειλήματα ἡμῶν, ὡς καὶ ἡμεῖς ἀφίεμεν τοῖς ὀφειλέταις ἡμῶν. Καὶ κατελέησον ἐκεῖνον μᾶλλον οὕτω διακείμενον, ἐθνικοῦ καὶ τελώνου κεκτημένον καρδίαν, μίσει δὲ ἐκείνου τὴν ἄσπονδον γνώμην καὶ μὴ ἐκεῖνον αὐτόν, ἵνα καὶ σὺ δυνηθῇς διαδρᾶσαι τὸ ἀπειλούμενον οὐαὶ διὰ τὰ σκάνδαλα. Οὐαὶ γὰρ τῷ κόσμῳ ἀπὸ τῶν σκανδάλων· ἀνάγκη γὰρ ἐλθεῖν τὰ σκάνδαλα, πλὴν οὐαὶ τῷ ἀνθρώπῳ ἐκείνῳ δι᾿ οὗ τὸ σκάνδαλον ἔρχεται.","Stefanis 1996","79","80","22","168","14343d32083027ddab65386855e2bb30f9447913d610df43c4ec1af8733cf681","","False","False"
"23","Γ΄","§16","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Ἐπεὶ ἀδύνατόν ἐστιν τοῦ μὴ ἐλθεῖν τὰ σκάνδαλα, πῶς δυνηθῶμεν διαδρᾶσαι τὸ ἀπειλούμενον οὐαί; Κἂν μυριάκις τῆς ἡμέρας καὶ τῆς νυκτὸς τοσαυτάκις τὰ σκάνδαλα φύωνται, οὐκ ἐξ ἡμῶν δὲ αὐτῶν ἀλλ᾿ ἐξ ἑτέρου τινός, οὐδὲν ἡμῖν προσψαύσει τὸ ἀπειλούμενον οὐαί. Ἐῶ γὰρ λέγειν ὅτι καὶ τὰ μέγιστα ὠφεληθῶμεν, εἰ φανῶμεν γενναῖοι ἐν τοιούτῳ καιρῷ, ὥστε μὴ <μόνον μὴ> ἀντιστήκειν τῷ πονηρῷ, ἀλλὰ καὶ εὔχεσθαι τῶν ἐπηρεαζόντων ἡμᾶς καὶ διωκόντων ἢ καὶ τυπτόντων.","Stefanis 1996","80","80","23","72","45ce3bd67bd396862ab82ca24396de90189c481523185ea28ccbe0f62a5e763a","","False","False"
"24","Γ΄","§17","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Ταῦτα ὁ Δεσπότης οὐκ εἶπε μέχρι λόγου ψιλοῦ, ἀλλὰ καὶ ἔργῳ ταῦτα ἐξεπλήρωσε· τί γὰρ ταπεινότερον τοῦ πραθῆναι (δούλου γὰρ τὸ πιπράσκεσθαι, δεσπότου δὲ τὸ πιπράσκειν), ἀλλὰ καὶ τοῦτο ὑπὸ δούλου ὑπὲρ δούλων ἀχρείων; Τῆς δουλείας τοῦ πονηροῦ πεπραμένους τῇ ἁμαρτίᾳ ἐξαγοράσας ἡμᾶς ἠλευθέρωσεν, ἠγάπα δὲ τοὺς ἐχθρούς, καὶ τὴν αὐτῶν σωτηρίαν ἐπιποθῶν μακροθύμως ἔφερε πάντα καὶ οὐκ ἀντέστη τῷ πονηρῷ Ἰούδᾳ ὑπ’ αὐτοῦ προδιδόμενος, ἀλλὰ καὶ ἀδελφὸν ἐπωνόμασε τὸν πονηρὸν ἐκεῖνον προδότην καὶ πράτην· Ἑταῖρε, ἐφ᾿ ᾧ πάρει, τουτέστιν, ἀδελφέ, δι᾿ ὃ ἦλθες· οὐδὲ γὰρ ἀντίσταμαι τῇ σῇ πονηρίᾳ, οὐ σκηπτῷ, οὐ κεραυνῷ κατακαύσω σε, οὐ θέλω καταποθῆναί σε ἀρτίως ζῶντα τῇ γῇ. Ἑταῖρε, ἐφ᾿ ᾧ πάρει· ἔργῳ τοὺς ἀνθρώπους διδάσκειν ἐπείγομαι μὴ ἀντιστήκειν τῷ πονηρῷ· γνώσονται γὰρ ἐντεῦθεν οἱ νουνεχεῖς, ἀπό τε τῆς σῆς πονηρίας καὶ τῆς ἐμῆς ἀνοχῆς, τίς ὁ κακῶς πεπονθώς, εἴτε ὁ δρῶν εἴτε ὁ πάσχων, καὶ γνόντες οἱ ἐρασταί μου καὶ τῶν ἐμῶν ἐντολῶν μάθωσι μὴ ἀντιστήκειν τῷ πονηρῷ, ἀλλὰ λέγειν καὶ αὐτοὺς πρὸς αὐτόν· Ἑταῖρε, ἐφ᾿ ᾧ πάρει.","Stefanis 1996","80","80","24","165","3e49d0645f130981f7017b6fcc250d241801777b7597ddf61b30b517d0389533","","False","False"
"25","Γ΄","§18","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Τότε δήσαντες ὡς ὑπεύθυνον τὸν ἀνεύθυνον <***> ἀλλὰ καὶ τοὺς ὑπευθύνους ὡς ἀνευθύνους ἐλευθεροῦντα καὶ αἴροντα τὴν ἁμαρτίαν τοῦ κόσμου, ἄγουσιν αὐτὸν πρὸς Ἄνναν καὶ Καϊάφαν, πρὸς Πιλᾶτον καὶ Ἡρώδην· καὶ ψευδομαρτυρούμενος, λοιδορούμενος, διαβαλλόμενος, καταγελώμενος, ἐμπαιζόμενος, μυκτηριζόμενος, κωμῳδούμενος, ἐμπτυόμενος, τυπτόμενος, ῥαπιζόμενος, φραγγελούμενος ἔφερε μακροθύμως ὁ ἀνεξίκακος, καὶ νῦν μὲν σιωπῶν μηδὲν τὰς ἐκείνων ἀσεβείας λογιζόμενος, νῦν δὲ ἀποκρινόμενος μετὰ πολλῆς ἡμερότητος· Εἰ μὲν κακῶς, φησίν, ἐλάλησα, μαρτύρησον περὶ τοῦ κακοῦ· εἰ δὲ καλῶς, τί με δέρεις; Ἄρτι δὲ καὶ εὐχόμενος ὑπὲρ τῶν ἀναιρούντων αὐτόν, Ἄφες αὐτοῖς, φησί, τὴν ἁμαρτίαν ταύτην· οὐ γὰρ οἴδασι τί ποιοῦσι.","Stefanis 1996","80","80","25","95","157cb01d5cc23865e920075b0449eaab0c7b9697c41e311b24c55ad1cfe62a57","","False","False"
"26","Γ΄","§19","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Εἰκότως γὰρ ὁ Δεσπότης καὶ πρὸς ἡμᾶς ἐντέλλεται ταῦτα, ὥστε ἀγαπᾶν τοὺς ἐχθροὺς ἡμῶν καὶ μὴ ἀντιστήκειν τῷ πονηρῷ, εὔχεσθαι δὲ τῶν ἐπηρεαζόντων καὶ διωκόντων ἡμᾶς. Ὅτι δὲ εὐχόμενοι τῶν ἐχθρῶν, μὴ μετανοούντων ἐκείνων τῆς πρὸς ἡμᾶς ἁμαρτίας, οὐκ ἐκείνους ἀλλ᾿ ἡμᾶς αὐτοὺς ὠφελοῦμεν ἔξεστι βουλομένους ἐντεῦθεν μανθάνειν. Ἐπεὶ γὰρ ἡ εὐχὴ τοῦ Σωτῆρος ἡμῶν Ἰησοῦ Χριστοῦ ὤνησεν οὐδαμῶς τοὺς οὐδὲν μετανοήσαντας, ποίου λοιπὸν ἀνθρώπου εὐχὴ ὑπὲρ ἐχθροῦ γενομένη δύναται ὠφελῆσαι τὸν μηδὲν πρὸς μετάνοιαν ἐπιστρέψαντα; Ἡ μὲν εὐχὴ μεγάλη καὶ θεία καὶ παρὰ Θεοῦ υἱοῦ πρὸς πατέρα Θεὸν ὑπὲρ ἐχθρῶν ἐξαιτήθη· Ἄφες αὐτοῖς, φησί, πάτερ, τὴν ἁμαρτίαν, καὶ ἀφείθη μὲν αὐτοῖς, οὐ μέντοι πᾶσιν, ἀλλὰ μόνοις δηλαδὴ ἐκείνοις τοῖς πιστεύσασιν εἰς αὐτὸν καὶ καλῶς μετανοήσασι, τοῖς δὲ μὴ τοιούτοις οὐ μόνον ὅτι ἡ ἁμαρτία οὐκ ἀφείθη αὐτοῖς, ἀλλὰ καὶ τὸ τῆς χριστοκτονίας ὄνομα ἐκληρώσαντο.","Stefanis 1996","80","81","26","135","6160290950921c868fd02e6793da66c6e6363093a3b5b79aff1bebdf0db6c9a0","","False","False"
"27","Γ΄","§20","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Ἔδει μὲν οὖν ἡμᾶς ἀπεριέργως ὑπείκειν τῷ ἐντειλαμένῳ καὶ τῶν ἐχθρῶν ὑπερεύχεσθαι. Ἐπεὶ δὲ ὁ λόγος ὑπέδειξεν ὅτι ὑπὲρ ἐχθρῶν εὐχομένων ἡμῶν ἡμᾶς, οὐκ αὐτοὺς ὠφελοῦμεν ἐκείνους, κἂν πρὸς τὴν ἡμῶν ἀποσκοποῦντες ὠφέλειαν εὐχώμεθα τῶν ἐχθρῶν, καίπερ οὐδὲ τοῦτο ἐπαινετόν, εἰ διὰ τὴν ἡμῶν ὠφέλειαν ἐκείνοις εὐχόμεθα· ἀλλ᾿ ὅμως κἂν οὕτω γινέσθω, καὶ ἴσως μετὰ μικρὸν εἰλικρινῶς ὑπὲρ ἐκείνων εὐξόμεθα τῷ Κυρίῳ.","Stefanis 1996","81","81","27","62","17cb3c7e9e6a16356c06afbce13c7a20668e19cfd429244b1c7bb7d23145ada0","","False","False"
"28","Γ΄","§21","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Οὕτως, φησί, καὶ ὁ πατήρ μου ὁ ἐπουράνιος ποιήσει ὑμῖν. Πῶς οὕτως; ἀπαιτήσει τῶν ἀφεθέντων μυρίων ταλάντων ἁμαρτημάτων τὴν ὀφειλήν, παραδώσει τοῖς βασανισταῖς, εἰς φυλακὴν κατακλείσει, ἕως οὗ ἀποδῶμεν τῶν μυρίων ταλάντων τὴν ὀφειλήν. Οὕτως καὶ ὁ πατήρ μου ὁ ἐπουράνιος ποιήσει ὑμῖν, ἐὰν μὴ ἀφῆτε ἕκαστος τῷ ἀδελφῷ αὐτοῦ ἀπὸ τῶν καρδιῶν ὑμῶν τὰ παραπτώματα αὐτῶν.","Stefanis 1996","81","81","28","57","1c7f82b639c4958f70af8cc645fe4aa6142c27f56a652ad0b745ad654c7fe1fe","","False","False"
"29","Γ΄","§22","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Καὶ πῶς, ἴσως ἂν εἴποι τις, δύναμαι ἀπὸ καρδίας ἀφιέναι τῷ πολλὰ δεινὰ ἐργασμένῳ μοι; Τὸ ἀπὸ καρδίας παρευθὺς ἀφιέναι καὶ εἰλικρινῶς εὔχεσθαι ὑπὲρ ἐχθρῶν τελείων καὶ πνευματικῶν καὶ θεοφρόνων ἀνδρῶν ἐστι τὸ κατόρθωμα· ἡμεῖς δὲ ὡς χαμερπεῖς καὶ μικρόφρονες, μᾶλλον δὲ καὶ ὀλίγωροι, κἂν διὰ τὴν ὠφέλειαν ἡμῶν βιασώμεθα ἑαυτοὺς μὴ ἔχειν κατά τινος ἔχθραν ἐν τῇ καρδίᾳ. Ἐπεὶ δὲ τελείων καὶ πνευματικῶν καὶ θεοφρόνων ἀνδρῶν ἐστιν, ὡς εἴρηται, τὸ κατόρθωμα, τὸ μὴ μόνον <μὴ> ἐχθραίνειν ἀλλὰ καὶ εὔχεσθαι τῶν ἐχθρῶν, δέον βιασθῆναι καὶ ἡμᾶς θεῖον καὶ πνευματικὸν φρόνημα κατορθῶσαι, εἰς τὸ ἀγαπᾶν δηλαδὴ τοὺς ἐχθροὺς καὶ εὔχεσθαι ὑπὲρ αὐτῶν· ἀδύνατον γὰρ βίας χωρὶς κτήσασθαί τι ἀγαθόν.","Stefanis 1996","81","81","29","108","02f6370ed934e01d07e336d0ba08c6b66c5c9716e7d84ce641cd54d6a2726fc8","","False","False"
"30","Γ΄","§23","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Ἐπεὶ δὲ τὰς περὶ ἀγάπης θείας ἐντολὰς ὁ παρὼν ἤθροισε λόγος, δέον ἐστὶ καὶ τῶν θεοφθόγγων τοῦ μακαρίου Παύλου μνημονεῦσαι ῥημάτων, καὶ καθάπερ σφραγῖδά τινα ἀσφαλῆ καὶ βεβαίαν τὸν λόγον σφραγίσαντες, αὐτὸν καταπαύσομεν.","Stefanis 1996","81","81","30","33","f797422251a27f73e1ef99d32b1ebc7548aab08611bf9cf06ea0e2dffa3d8166","","False","False"
"31","Γ΄","§24","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Τί οὖν, φησίν, ὁ δοῦλος τὰ τοῦ δεσπότου ἐπιβεβαιοῖ καὶ σφραγίζει; Οὐ τοῦτο λέγομεν (εἰσὶ γὰρ καὶ τούτου χωρὶς ἔργῳ καὶ ἀληθείᾳ ἐσφραγισμένα καὶ ὑπερβέβαια), ἀλλ᾿ ὅτι ὡς δοῦλος εὐγνώμων τὰ παρὰ τοῦ δεσπότου ῥηθέντα συνευδοκεῖ καὶ συνᾴδει. Τί δὲ περὶ ἀγάπης ῥᾳδίως ἐκείνῳ πεφιλοσόφηται ἀκούσωμεν καὶ φυλάξωμεν καὶ ποιήσωμεν συνεργείᾳ Θεοῦ καὶ χάριτι.","Stefanis 1996","81","81","31","54","5ca4ca3dcd9b7ac398944540a5514976c7100d092b6fce21391b265617752c6f","","False","False"
"32","Γ΄","§25","Περὶ τοῦ θείου βαπτίσματος καὶ τῆς ἁγίας ἀγάπης καὶ πλείστων ἑτέρων θείων ἐντολῶν","Ἐὰν ταῖς γλώσσαις, φησί, τῶν ἀνθρώπων λαλῶ καὶ τῶν ἀγγέλων, ἀγάπην δὲ μὴ ἔχω, γέγονα χαλκὸς ἠχῶν ἢ κύμβαλον ἀλαλάζον. Καὶ ἐὰν ἔχω προφητείαν καὶ ἴδω τὰ μυστήρια πάντα καὶ πᾶσαν τὴν γνῶσιν καὶ ἐὰν ἔχω πᾶσαν τὴν πίστιν, ὥστε ὄρη μεθιστάνειν, ἀγάπην δὲ μὴ ἔχω, οὐθέν εἰμι. Καὶ ἐὰν ψωμίσω πάντα τὰ ὑπάρχοντά μοι καὶ ἐὰν παραδῶ τὸ σῶμά μου ἵνα καυθήσεται, ἀγάπην δὲ μὴ ἔχω, οὐδὲν ὠφελοῦμαι. Ἡ ἀγάπη μακροθυμεῖ, χρηστεύεται· ἡ ἀγάπη οὐ ζηλοῖ· ἡ ἀγάπη οὐ περπερεύεται, οὐ φυσιοῦται, οὐκ ἀσχημονεῖ, οὐ ζητεῖ τὰ ἑαυτῆς, οὐ παροξύνεται, οὐ λογίζεται τὸ κακόν, οὐ χαίρει ἐπὶ τῇ ἀδικίᾳ, συγχαίρει δὲ τῇ ἀληθείᾳ, πάντα στέγει, πάντα πιστεύει, πάντα ὑπομένει, πάντα ἐλπίζει· ἡ ἀγάπη οὐδέποτε ἐκπίπτει.","Stefanis 1996","82","82","32","116","f972f8b2ab6c9ccd66b3da1e0cab1f0df7d904be66b3ffc7b7cb5d836f2b77a2","","False","False"
